,House_Name,Location,Municipality,House_type,Release_form,Rooms,Floor,Total_no_Floors,Lift,Balcony,Living_area,Plot_area,Other_area,Built_on,Charge,Operating_cost,Sold_date,Starting_price,Price_Change,Final_Price
120,Ola hanssonsgatan 3,Kristineberg,Stockholm,Lägenhet,Bostadsrätt,1,1,3,No,Yes,28.0,0.0,0.0,1900-1950,1880.0,2000.0,2024-07-09,2.495,0.205,2.29
121,Västerleden 130,Västerleden,Enköping,Lägenhet,Bostadsrätt,4,1,3,No,Yes,100.0,0.0,0.0,1951-2000,6422.0,8400.0,2024-07-09,1.395,-0.135,1.53
123,Jutevägen 12,Dalvik,Jönköping,Lägenhet,Bostadsrätt,3,3,3,No,Yes,79.5,0.0,0.0,1951-2000,4648.0,5400.0,2024-07-09,1.65,-0.025,1.675
124,Svedjevägen 7 C,Björksta,Fagerst,Lägenhet,Bostadsrätt,2,3,3,No,Yes,51.0,0.0,0.0,2011-present,5500.0,13750.0,2024-07-09,0.25,-0.03,0.28
125,Börjegatan 1B,FrämreLuthagen,Uppsal,Lägenhet,Bostadsrätt,1,2,5,Yes,Yes,20.0,0.0,0.0,1900-1950,1302.0,3000.0,2024-07-09,1.795,0.105,1.69
127,Petterslundsgatan 33,Fålhagen,Uppsal,Lägenhet,Bostadsrätt,3,1,3,No,Yes,82.4,0.0,0.0,1951-2000,3458.0,8844.0,2024-07-09,2.99,0.11,2.88
128,Hansagatan 5,Centralt,Tre,Lägenhet,Bostadsrätt,2,2,4,No,Yes,52.0,0.0,0.0,1900-1950,4220.0,3528.0,2024-07-09,1.275,-0.075,1.35
129,Apotekaregatan 4A,CentralaLinköping,Linköping,Lägenhet,Bostadsrätt,2,3,4,No,No,72.0,0.0,0.0,1900-1950,4129.0,6120.0,2024-07-09,3.095,0.0,3.095
130,Torsvägen 3,Lövskatan,Lule,Lägenhet,Bostadsrätt,2,2,2,No,Yes,55.0,0.0,0.0,1900-1950,3300.0,1215.0,2024-07-09,1.295,-0.145,1.44
131,Skolvägen 7 B,ÅkersbergaCentralt,Österåker,Lägenhet,Bostadsrätt,1,1,4,Yes,Yes,47.5,0.0,0.0,1951-2000,3319.0,7200.0,2024-07-09,1.595,-0.095,1.69
132,Myrstuguvägen 261,Myrstuguberget,Hudding,Lägenhet,Bostadsrätt,3,1,4,Yes,Yes,82.5,0.0,0.0,1951-2000,6786.0,4200.0,2024-07-09,1.995,0.12,1.875
133,Jämtlandsgatan 107,VällingbyParkstad/Råcksta,Stockholm,Lägenhet,Bostadsrätt,1,0,0,Yes,Yes,36.0,0.0,0.0,2011-present,2503.0,7393.0,2024-07-09,1.795,0.115,1.68
134,"Emmy Rappes gata 2, 8 tr",VasastanHagastaden,Stockholm,Lägenhet,Bostadsrätt,2,8,0,Yes,Yes,39.0,0.0,0.0,2011-present,2572.0,13750.0,2024-07-09,3.895,0.555,3.34
135,Solvändan 2B,Haga,Ume,Lägenhet,Bostadsrätt,2,1,3,No,Yes,54.7,0.0,0.0,1900-1950,3551.0,4364.0,2024-07-09,1.85,0.0,1.85
136,Västra stallmästaregatan 24A,Slottsstaden,Malm,Lägenhet,Bostadsrätt,4,1,4,No,Yes,100.0,0.0,0.0,1900-1950,5355.0,11400.0,2024-07-09,4.195,-0.2,4.395
137,Allévägen 3B,Barrsätra,Sandviken,Lägenhet,Bostadsrätt,2,0,0,No,Yes,52.5,0.0,0.0,1900-1950,3721.0,5200.0,2024-07-09,0.695,-0.07,0.765
138,"Rosengatan 3B, vån 3/3",CentralaSundbyberg,Sundbyberg,Lägenhet,Bostadsrätt,1,3,3,No,Yes,33.0,0.0,0.0,1900-1950,3375.0,13750.0,2024-07-09,2.395,0.05,2.345
139,Skogsgatan 7A,Centralt,Örnsköldsvik,Lägenhet,Bostadsrätt,2,1,3,No,Yes,50.5,0.0,0.0,1951-2000,3706.0,3800.0,2024-07-09,0.895,-0.085,0.98
140,Kabelverksgatan 44,Älvsjöstaden,Stockholm,Lägenhet,Bostadsrätt,2,4,6,Yes,Yes,48.0,0.0,0.0,2011-present,3776.0,13750.0,2024-07-09,2.795,0.12,2.675
141,Regnvädersgatan 3,Biskopsgården,Göteborg,Lägenhet,Bostadsrätt,3,7,7,Yes,Yes,72.0,0.0,0.0,1951-2000,3672.0,5400.0,2024-07-09,1.395,-0.045,1.44
142,Magistergatan 41C,Hörby,Hörb,Lägenhet,Bostadsrätt,3,1,1,No,Yes,80.5,0.0,0.0,1951-2000,3865.0,25867.0,2024-07-09,1.1,-0.125,1.225
143,Husebygatan 3B,Oxelbergen,Norrköping,Lägenhet,Bostadsrätt,3,4,4,No,Yes,73.0,0.0,0.0,1900-1950,4270.0,4380.0,2024-07-09,1.575,-0.15,1.725
144,Silverdalsstråket 7,Silverdal,Sollentun,Lägenhet,Bostadsrätt,2,2,3,Yes,Yes,44.0,0.0,0.0,2011-present,3668.0,5220.0,2024-07-09,2.695,-0.095,2.79
145,Eriksgatan 25B,Centrum,Älmhult,Lägenhet,Bostadsrätt,1,3,3,Yes,Yes,41.0,0.0,0.0,1951-2000,4694.0,2940.0,2024-07-09,0.44,-0.015,0.455
146,Sågverksvägen 35,Östertälje,Södertälj,Lägenhet,Bostadsrätt,2,0,0,No,Yes,41.0,0.0,0.0,2011-present,4266.0,13750.0,2024-07-09,2.15,-0.025,2.175
147,Rådhusgatan 95A,Centralt,Östersund,Lägenhet,Bostadsrätt,2,3,3,No,Yes,57.5,0.0,0.0,1900-1950,3850.0,13750.0,2024-07-09,1.15,0.0,1.15
148,Sallerupsvägen 212A,Husie,Malm,Lägenhet,Bostadsrätt,3,4,4,Yes,Yes,75.0,0.0,0.0,2011-present,2196.0,13750.0,2024-07-09,1.845,-0.075,1.92
149,Ångermannagatan 158,VällingbyCentrum,Stockholm,Lägenhet,Bostadsrätt,3,0,10,Yes,Yes,76.0,0.0,0.0,1951-2000,5893.0,3240.0,2024-07-09,2.495,0.0,2.495
150,"Årgångsgatan 7, 2 tr!",Liljeholmskajen,Stockholm,Lägenhet,Bostadsrätt,3,2,7,Yes,Yes,83.0,0.0,0.0,2011-present,5624.0,10050.0,2024-07-09,5.8,0.0,5.8
151,Källbergsvägen 36,Surahammar,Surahammar,Lägenhet,Bostadsrätt,1,3,3,No,No,26.3,0.0,0.0,1951-2000,2324.0,404.0,2024-07-09,0.295,-0.055,0.35
152,"Sjöviksvägen 124, 3 tr",Liljeholmskajen,Stockholm,Lägenhet,Bostadsrätt,2,3,8,Yes,Yes,54.0,0.0,0.0,2011-present,3747.0,7850.0,2024-07-09,4.095,0.105,3.99
153,Skvadronsgatan 6,SödraEkkällan,Linköping,Lägenhet,Bostadsrätt,4,4,5,Yes,Yes,105.0,0.0,0.0,2011-present,6605.0,13750.0,2024-07-09,3.595,0.23,3.365
154,Industrivägen 26,Centralt,UpplandsVäsb,Lägenhet,Bostadsrätt,3,2,6,Yes,Yes,75.0,0.0,0.0,1951-2000,4609.0,6420.0,2024-07-09,1.995,-0.095,2.09
155,Guldbrandsgatan 32,Trandared,Borå,Lägenhet,Bostadsrätt,2,4,4,No,Yes,62.0,0.0,0.0,1951-2000,3275.0,4360.0,2024-07-09,1.195,-0.095,1.29
156,Eskilsgatan 3B,Fålhagen,Uppsal,Lägenhet,Bostadsrätt,1,1,4,No,Yes,38.5,0.0,0.0,1900-1950,2915.0,13750.0,2024-07-09,1.595,0.13,1.465
157,Täljövikstorget 1,Täljö,Österåker,Lägenhet,Bostadsrätt,3,2,2,Yes,Yes,96.0,0.0,0.0,2011-present,6224.0,13750.0,2024-07-09,3.895,-0.095,3.99
159,"Sjöviksvägen 34, 4 tr!",Liljeholmskajen,Stockholm,Lägenhet,Bostadsrätt,4,4,6,Yes,Yes,101.5,0.0,0.0,2001-2010,5620.0,10700.0,2024-07-09,7.795,0.28,7.515
160,Parternas gränd 63,Fredslyckan,Lund,Lägenhet,Bostadsrätt,2,4,4,Yes,Yes,48.0,0.0,0.0,2001-2010,4816.0,13750.0,2024-07-09,1.695,0.005,1.69
161,Åsgatan 10,Avesta,Avest,Lägenhet,Bostadsrätt,3,2,7,Yes,Yes,74.0,0.0,0.0,1951-2000,3212.0,6960.0,2024-07-09,0.75,0.055,0.695
162,Hemmansgatan 95,Anderstorp,Skellefte,Lägenhet,Bostadsrätt,2,0,0,No,No,56.5,0.0,0.0,2011-present,12336.0,13750.0,2024-07-09,1.05,0.11,0.94
163,Fasanvägen 5D,Perstorp,Perstorp,Lägenhet,Bostadsrätt,2,3,3,No,Yes,52.0,0.0,0.0,1951-2000,3959.0,7836.0,2024-07-09,0.185,-0.01,0.195
164,Lillgårdens Gränd 3,NyaHovås,Göteborg,Lägenhet,Bostadsrätt,4,3,6,Yes,Yes,84.5,0.0,0.0,2011-present,5433.0,8290.0,2024-07-09,4.45,-0.15,4.6
165,Fjällnäsgränd 40C,Fjällnäs,Gällivar,Lägenhet,Bostadsrätt,2,1,2,No,Yes,63.0,0.0,0.0,1951-2000,5069.0,3000.0,2024-07-09,0.95,0.25,0.7
166,Fadderortsgatan 2,Rud,Karlstad,Lägenhet,Bostadsrätt,3,8,8,Yes,Yes,77.0,0.0,0.0,1951-2000,4632.0,13750.0,2024-07-09,1.095,-0.095,1.19
167,Bellmansgatan 114,LÖTEN,Uppsal,Lägenhet,Bostadsrätt,1,1,3,No,Yes,29.5,0.0,0.0,1951-2000,2125.0,3600.0,2024-07-09,1.195,-0.02,1.215
168,Tångringsgatan 6C,Hagalund,Borläng,Lägenhet,Bostadsrätt,3,1,3,No,Yes,68.5,0.0,0.0,2011-present,4629.0,13750.0,2024-07-09,1.425,-0.125,1.55
169,Kungsgårdsvägen 26A,Skälby,Kalma,Lägenhet,Bostadsrätt,3,3,3,Yes,Yes,82.5,0.0,0.0,1951-2000,6444.0,3600.0,2024-07-09,1.1,0.0,1.1
170,Sjöbackevägen 24,Billdal,Göteborg,Lägenhet,Bostadsrätt,4,2,3,Yes,Yes,103.0,0.0,0.0,2011-present,6193.0,12800.0,2024-07-09,4.69,0.06,4.63
171,Muréngatan 20 B,Söder,Gävl,Lägenhet,Bostadsrätt,2,2,0,Yes,Yes,55.3,0.0,0.0,2011-present,4266.0,13750.0,2024-07-09,1.65,0.15,1.5
172,Finnbergsvägen 2,Finnberget,Nack,Lägenhet,Bostadsrätt,3,1,5,Yes,Yes,67.0,0.0,0.0,1900-1950,4021.0,5040.0,2024-07-09,3.65,0.275,3.375
173,Jörgen Ankersgatan 3A,Davidshall,Malm,Lägenhet,Bostadsrätt,3,2,6,Yes,Yes,75.0,0.0,0.0,2011-present,12276.0,13750.0,2024-07-09,3.695,0.1,3.595
174,Bohusgatan 26,Heden,Göteborg,Lägenhet,Bostadsrätt,4,0,0,No,Yes,117.0,0.0,0.0,2011-present,9864.0,13750.0,2024-07-09,5.345,0.355,4.99
175,Ammonitgatan 1,Norr,Gotland,Lägenhet,Bostadsrätt,2,1,5,Yes,Yes,50.0,0.0,0.0,2011-present,3959.0,5304.0,2024-07-09,1.975,-0.05,2.025
176,Sköndalsvägen 111,Sköndal,Stockholm,Lägenhet,Bostadsrätt,4,3,4,Yes,Yes,85.0,0.0,0.0,2011-present,5949.0,13750.0,2024-07-09,3.995,0.775,3.22
177,Gransätragränd 33,Sätra,Stockholm,Lägenhet,Bostadsrätt,3,2,2,No,Yes,89.5,0.0,0.0,1951-2000,5663.0,13750.0,2024-07-09,2.595,-0.215,2.81
178,Tulegatan 29A,CentralaSundbyberg,Sundbyberg,Lägenhet,Bostadsrätt,2,2,5,Yes,Yes,37.0,0.0,0.0,1900-1950,2756.0,600.0,2024-07-09,2.75,0.17,2.58
180,Kalkstensvägen 8,Kalkbrottet/Limhamn,Malm,Lägenhet,Bostadsrätt,2,3,4,Yes,Yes,54.0,0.0,0.0,2011-present,3391.0,13750.0,2024-07-09,2.095,0.08,2.015
181,Mariehamnsgatan 26,Akalla,Stockholm,Lägenhet,Bostadsrätt,3,0,0,No,Yes,85.0,0.0,0.0,2011-present,4266.0,13750.0,2024-07-09,2.095,-0.195,2.29
182,Stadsgårdsvägen 9,Holmängen,Vänersborg,Lägenhet,Bostadsrätt,5,0,0,No,Yes,110.0,0.0,0.0,2011-present,25884.0,13750.0,2024-07-09,1.975,-0.375,2.35
183,Seglaregatan 35,Majorna,Göteborg,Lägenhet,Bostadsrätt,4,3,0,Yes,Yes,91.8,0.0,0.0,1951-2000,7993.0,2760.0,2024-07-09,3.45,0.0,3.45
184,Norsgatan 6A,Leksand,Leksand,Lägenhet,Bostadsrätt,2,1,2,No,Yes,65.0,0.0,0.0,1951-2000,4113.0,4836.0,2024-07-09,0.995,0.505,0.49
185,Ekängsgränd 1,TyresöStrand,Tyres,Lägenhet,Bostadsrätt,4,2,3,Yes,Yes,93.0,0.0,0.0,2011-present,5164.0,6480.0,2024-07-09,4.295,0.005,4.29
186,Byggmästargatan 9c,Uppsala,Uppsal,Lägenhet,Bostadsrätt,2,2,3,No,Yes,66.0,0.0,0.0,1951-2000,3486.0,13750.0,2024-07-09,1.795,0.005,1.79
187,Östersundsgatan 2,VällingbyParkstad/Råcksta,Stockholm,Lägenhet,Bostadsrätt,2,4,4,Yes,Yes,46.0,0.0,0.0,2011-present,3202.0,3600.0,2024-07-09,2.35,-0.05,2.4
188,Pastellvägen 10,Blåsut,Stockholm,Lägenhet,Bostadsrätt,2,0,0,No,Yes,55.0,0.0,0.0,2011-present,3420.0,13750.0,2024-07-09,2.995,0.375,2.62
190,Häggatan 10,ÅbyÄngar,Vallentun,Lägenhet,Bostadsrätt,2,2,2,No,Yes,54.0,0.0,0.0,2011-present,4925.0,13750.0,2024-07-09,1.995,0.105,1.89
191,Gubbkärrsvägen 15,BROMMA,Stockholm,Lägenhet,Bostadsrätt,4,0,0,No,Yes,98.0,0.0,0.0,2011-present,4266.0,13750.0,2024-07-09,4.85,0.15,4.7
193,Köpenhamnsvägen 41C,Erikslust/Slottsstaden,Malm,Lägenhet,Bostadsrätt,3,4,7,Yes,Yes,78.5,0.0,0.0,1951-2000,6199.0,4000.0,2024-07-09,3.195,-0.17,3.365
194,Stockholmsgatan 44c,Bagaregården,Göteborg,Lägenhet,Bostadsrätt,1,2,3,No,No,39.0,0.0,0.0,1900-1950,3125.0,13750.0,2024-07-09,2.195,0.13,2.065
195,Kolonigatan 9D,LandalaEgnahem,Göteborg,Lägenhet,Bostadsrätt,1,2,4,No,No,38.0,0.0,0.0,1900-1950,2435.0,3450.0,2024-07-09,2.3,0.3,2.0
196,Herrgårdsvägen 30,CentralaVäsby,UpplandsVäsb,Lägenhet,Bostadsrätt,1,6,7,Yes,Yes,33.5,0.0,0.0,1951-2000,3462.0,13750.0,2024-07-09,1.25,-0.11,1.36
197,Tegnérsgatan 22,Lorensberg,Göteborg,Lägenhet,Bostadsrätt,1,1,5,Yes,No,40.0,0.0,0.0,1900-1950,2210.0,7560.0,2024-07-09,2.99,-0.215,3.205
198,Österled 5 B,Äsperöd,Uddevall,Lägenhet,Bostadsrätt,1,1,3,No,No,41.5,0.0,0.0,1951-2000,2541.0,13750.0,2024-07-09,0.625,-0.025,0.65
199,Nordhemsgatan 10,Linnéstaden,Göteborg,Lägenhet,Bostadsrätt,1,3,0,Yes,No,35.0,0.0,0.0,2011-present,2677.0,6380.0,2024-07-09,2.795,0.03,2.765
200,Harpsundsvägen 86A,Högdalen,Stockholm,Lägenhet,Bostadsrätt,3,0,0,No,Yes,69.0,0.0,0.0,2011-present,4266.0,13750.0,2024-07-09,2.695,0.255,2.44
201,Lysviksgatan 15,Farsta,Stockholm,Lägenhet,Bostadsrätt,2,0,0,No,Yes,56.0,0.0,0.0,2011-present,11200.0,13750.0,2024-07-09,2.45,0.05,2.4
202,Lavettvägen 44,Rissne,Sundbyberg,Lägenhet,Bostadsrätt,4,1,3,Yes,Yes,96.7,0.0,0.0,2011-present,4266.0,13750.0,2024-07-09,2.995,0.08,2.915
203,Riddaregatan 18C,Funkabo,Kalma,Lägenhet,Bostadsrätt,2,2,3,No,Yes,59.0,0.0,0.0,1951-2000,3194.0,2400.0,2024-07-09,0.9,0.0,0.9
204,Essingetorget 40,StoraEssingen,Stockholm,Lägenhet,Bostadsrätt,1,2,3,No,No,22.0,0.0,0.0,1900-1950,1561.0,4800.0,2024-07-09,1.995,0.055,1.94
205,Norrbackagatan 31,Vasastan,Stockholm,Lägenhet,Bostadsrätt,4,0,0,No,No,155.0,0.0,0.0,2011-present,4266.0,13750.0,2024-07-11,19.975,0.625,19.35
206,Tulpangatan 2,Fosiedal,Malm,Lägenhet,Bostadsrätt,2,8,9,Yes,No,48.5,0.0,0.0,1951-2000,3653.0,3000.0,2024-07-11,0.875,-0.1,0.975
207,"Kostervägen 2B, 2tr",Lidingö/Baggeby,Liding,Lägenhet,Bostadsrätt,3,2,2,No,No,66.0,0.0,0.0,1951-2000,3722.0,13750.0,2024-07-10,3.295,-0.02,3.315
208,Norra Sjöbogatan 48,Sjöbo,Borå,Lägenhet,Bostadsrätt,2,1,0,No,No,54.0,0.0,0.0,2011-present,16068.0,13750.0,2024-07-10,0.45,0.04,0.41
209,Erik Dahlbergsvägen 81B,Centrum,Karlshamn,Lägenhet,Bostadsrätt,2,1,3,No,No,55.0,0.0,0.0,1900-1950,3426.0,4020.0,2024-07-10,0.925,0.035,0.89
210,Grengatan 5D,Sjöbo,Sjöb,Lägenhet,Bostadsrätt,2,1,3,No,No,59.0,0.0,0.0,1951-2000,4714.0,4278.0,2024-07-10,0.595,-0.045,0.64
211,Åsenvägen 23,Ucklum,Stenungsund,Lägenhet,Bostadsrätt,2,1,2,No,No,67.8,0.0,0.0,1951-2000,4598.0,13750.0,2024-07-10,1.25,-0.05,1.3
212,Grinneberget 3D,Dyrön,Tjörn,Lägenhet,Bostadsrätt,2,1,2,No,No,59.5,0.0,0.0,1900-1950,4429.0,7400.0,2024-07-10,1.995,0.0,1.995
213,Torggatan 23 I,Vara,Var,Lägenhet,Bostadsrätt,2,1,2,No,No,64.0,0.0,0.0,1951-2000,4032.0,3700.0,2024-07-10,0.475,0.09,0.385
214,Talluddsvägen 7E,Björknäs,Nack,Lägenhet,Bostadsrätt,3,3,3,No,No,69.0,0.0,0.0,1951-2000,5463.0,2196.0,2024-07-10,2.25,-0.075,2.325
215,Kungsängsgatan 1 A,Salatätort,Sal,Lägenhet,Bostadsrätt,1,1,3,No,No,38.0,0.0,0.0,1951-2000,3037.0,6552.0,2024-07-10,0.75,-0.08,0.83
216,Kastellvägen 12,Hudiksvall,Hudiksvall,Lägenhet,Bostadsrätt,3,4,5,Yes,No,81.0,0.0,0.0,2011-present,5642.0,1152.0,2024-07-10,2.995,-0.12,3.115
217,Fjärås Lantmannaväg 2F,Fjärås,Kungsback,Lägenhet,Bostadsrätt,4,0,0,No,No,105.0,0.0,0.0,2011-present,4266.0,13750.0,2024-07-10,3.295,-0.195,3.49
218,Svärdlångsvägen 19A,Årsta,Stockholm,Lägenhet,Bostadsrätt,2,0,0,No,No,50.0,0.0,0.0,2011-present,1428.0,13750.0,2024-07-10,1.75,0.2,1.55
219,Rosenhöjdsvägen 23,Rosenlund,Södertälj,Lägenhet,Bostadsrätt,3,5,0,Yes,No,84.0,0.0,0.0,1951-2000,6309.0,3000.0,2024-07-10,1.85,0.0,1.85
220,Kungsgatan 24,Centrum,Boden,Lägenhet,Bostadsrätt,2,2,5,Yes,No,64.0,0.0,0.0,1951-2000,4192.0,3480.0,2024-07-10,1.295,0.0,1.295
221,Västra Sundskogsvägen 41,Sund/sundsstrand,Uddevall,Lägenhet,Bostadsrätt,4,6,6,Yes,No,102.0,0.0,0.0,2011-present,6787.0,6190.0,2024-07-10,4.395,-0.225,4.62
222,Drottninggatan 46 B,Centrum,Trollhättan,Lägenhet,Bostadsrätt,1,2,3,No,No,40.5,0.0,0.0,1900-1950,3581.0,4200.0,2024-07-10,0.7,-0.1,0.8
223,Ängsrogatan 3C,Mariebo,Jönköping,Lägenhet,Bostadsrätt,3,2,3,No,No,74.0,0.0,0.0,2011-present,4800.0,13750.0,2024-07-10,2.095,-0.075,2.17
224,Mariebergsgatan 26B,Nyckelberget,Köping,Lägenhet,Bostadsrätt,2,1,3,No,No,77.0,0.0,0.0,2011-present,4500.0,13750.0,2024-07-10,0.75,-0.14,0.89
225,Smultronvägen 20,Rörstorp,Värnam,Lägenhet,Bostadsrätt,2,2,3,No,No,60.0,0.0,0.0,2011-present,4620.0,13750.0,2024-07-10,0.645,0.025,0.62
226,Stävgatan 7C,Edvinshem,Ystad,Lägenhet,Bostadsrätt,3,1,1,No,No,77.5,0.0,0.0,1951-2000,4770.0,9360.0,2024-07-10,2.195,0.155,2.04
227,Industrigatan 13C,Högbrunn,Nyköping,Lägenhet,Bostadsrätt,3,3,3,No,No,72.5,0.0,0.0,1951-2000,4925.0,4800.0,2024-07-10,1.495,-0.095,1.59
228,Smedstuguplan 13,Haga,Norrköping,Lägenhet,Bostadsrätt,3,1,3,No,No,77.0,0.0,0.0,2011-present,5400.0,13750.0,2024-07-10,1.295,-0.255,1.55
229,Söderväg 1D,GotlandVästra,Gotland,Lägenhet,Bostadsrätt,6,3,5,Yes,No,117.0,0.0,0.0,2011-present,7482.0,2748.0,2024-07-10,6.895,0.0,6.895
230,Schaktmästaregatan 3A,Centrum,Gällivar,Lägenhet,Bostadsrätt,2,2,3,No,No,60.5,0.0,0.0,1951-2000,5120.0,3000.0,2024-07-10,0.95,0.04,0.91
231,Kronetorpsgatan 64A,Segevång,Malm,Lägenhet,Bostadsrätt,1,3,4,No,No,37.5,0.0,0.0,1951-2000,2814.0,13750.0,2024-07-10,0.645,-0.055,0.7
232,"Spannarpsgränd 4, vån 3",Östberga/Älvsjö,Stockholm,Lägenhet,Bostadsrätt,2,3,3,No,No,59.0,0.0,0.0,2011-present,3000.0,13750.0,2024-07-10,1.895,0.405,1.49
233,Drachmannsgatan 18 vån 3/3,Blackeberg,Stockholm,Lägenhet,Bostadsrätt,2,3,3,No,No,54.0,0.0,0.0,1951-2000,3840.0,13750.0,2024-07-09,2.195,0.265,1.93
234,Råbyvägen 55 F,Gränby,Uppsal,Lägenhet,Bostadsrätt,1,1,7,Yes,No,41.0,0.0,0.0,2011-present,2914.0,4584.0,2024-07-09,1.385,-0.03,1.415
235,"Åsögatan 98, 1,5 tr.",Södermalm/Rosenlund,Stockholm,Lägenhet,Bostadsrätt,1,1,5,Yes,No,22.0,0.0,0.0,1900-1950,1745.0,5400.0,2024-07-09,2.295,0.31,1.985
236,Midgårdsgatan 3c,Söder,Östersund,Lägenhet,Bostadsrätt,2,1,3,Yes,No,64.0,0.0,0.0,1951-2000,5444.0,5052.0,2024-07-09,1.35,0.015,1.335
237,Klamparegatan 15,Masthugget,Göteborg,Lägenhet,Bostadsrätt,2,2,6,Yes,No,57.5,0.0,0.0,1951-2000,3214.0,5544.0,2024-07-09,2.69,0.36,2.33
238,Köpmangatan 48 A,Centrum,Lule,Lägenhet,Bostadsrätt,4,0,0,No,No,113.5,0.0,0.0,2011-present,4266.0,13750.0,2024-07-09,5.495,-0.445,5.94
